WellID,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Depth.Base,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Date,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Top_Zone,Deepest_Zone2,Completion.Season,Type,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type
1521,2003,31.63317,-101.420765,8355,3,8,0,5000,197316,0,311100,202316,36.28399577,3,3,6604,6934,61320,138100,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-03-26,160,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1523,2003,31.54523,-101.420765,8198,3,8,0,5000,202337,0,470740,207337,35.02434343,4,3,6458,6633,55356,135740,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-10,80,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1524,2003,31.53781,-101.420765,8210,3,8,0,5000,196980,0,468860,201980,29.088,4,3,6413,6590,51492,122328,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-17,80,40,SPBR_L,CLFK --> SPBR_L,CLFK,SPBR_L,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1525,2003,31.54521,-101.420765,8112,3,6,0,3500,197736,0,470760,201236,38.48,5,6,6308,6468,56910,133607,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-05-15,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1527,2003,31.48016,-101.420765,8218,1,1,0,0,260484,0,482040,260484,48.13532361,1,1,6378,8074,260484,482040,E,APACHE CORPORATION,REAGAN,2003-01-15,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1528,2003,31.45684,-101.420765,8245,1,1,0,0,209197,0,290050,209197,55.292,3,1,6342,8004,209197,290050,E,APACHE CORPORATION,REAGAN,2003-03-23,20,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1529,2003,31.49233,-101.420765,8225,1,1,0,0,140135,0,284000,140135,33.27003426,1,1,6467,7450,140135,284000,E,APACHE CORPORATION,REAGAN,2003-01-17,40,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,winter,FRAC,GAL,GEL,LB,SAND
1531,2003,31.47572,-101.420765,8258,1,1,0,0,243264,0,290750,243264,42.468,4,1,6382,8046,243264,290750,E,APACHE CORPORATION,REAGAN,2003-04-12,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1532,2003,31.47291,-101.420765,8235,1,1,0,0,181546,0,290390,181546,44.50083322,3,1,6352,8016,181546,290390,E,APACHE CORPORATION,REAGAN,2003-03-09,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1533,2003,31.46918,-101.420765,8250,1,1,0,0,138440,0,290080,138440,17.685,6,1,6327,7992,138440,290080,E,APACHE CORPORATION,REAGAN,2003-06-10,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1536,2003,31.47097,-101.420765,8225,1,1,0,0,185517,0,292190,185517,27.41962381,1,1,6403,8078,185517,292190,E,APACHE CORPORATION,REAGAN,2003-01-30,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1537,2003,31.47761,-101.420765,8225,1,1,0,0,222222,0,289940,222222,26.20745867,3,1,6345,8004,222222,289940,E,APACHE CORPORATION,REAGAN,2003-03-21,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1538,2003,31.48299,-101.420765,8225,1,1,0,0,186984,0,290030,186984,34.33198681,3,1,6404,8077,186984,290030,E,APACHE CORPORATION,REAGAN,2003-03-06,20,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1541,2003,31.49026,-101.420765,8225,1,1,0,0,192696,0,290230,192696,21.03030391,1,1,6440,8127,192696,290230,E,APACHE CORPORATION,REAGAN,2003-01-26,20,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1543,2003,31.46139,-101.420765,8238,1,1,0,0,189966,0,291891,189966,35.07129045,2,1,6354,8022,189966,291891,E,APACHE CORPORATION,REAGAN,2003-02-26,20,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1544,2003,31.45887,-101.420765,8225,1,1,0,0,185136,0,290180,185136,40.292,2,1,6328,7992,185136,290180,E,APACHE CORPORATION,REAGAN,2003-02-05,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1546,2003,31.4544,-101.420765,8225,1,1,0,0,212226,0,290950,212226,31.19237239,3,1,6322,7982,212226,290950,E,APACHE CORPORATION,REAGAN,2003-03-23,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1547,2003,31.48383,-101.420765,8270,1,1,0,0,113000,0,284000,113000,41.02,5,1,6305,8136,113000,284000,E,APACHE CORPORATION,REAGAN,2003-05-02,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1549,2003,31.54763,-101.420765,8237,1,1,0,0,193372,0,290360,193372,39.96278973,3,1,6605,8175,193372,290360,E,APACHE CORPORATION,REAGAN,2003-03-23,20,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1550,2003,31.47219,-101.420765,8243,1,1,0,0,197292,0,291310,197292,43.108,1,1,6308,7984,197292,291310,E,APACHE CORPORATION,REAGAN,2003-01-25,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1552,2003,31.5389,-101.420765,8246,1,1,0,0,154000,0,291000,154000,13.363,4,1,6602,8218,154000,291000,E,APACHE CORPORATION,REAGAN,2003-04-26,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1553,2003,31.4905,-101.420765,8252,1,1,0,0,172536,0,289760,172536,15.7871887,5,1,6472,8122,172536,289760,E,APACHE CORPORATION,REAGAN,2003-05-14,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1554,2003,31.59362,-101.420765,8700,3,8,0,5000,207020,0,454404,212020,21.976,12,3,6874,7088,65900,127716,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-11,Over 160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1555,2003,31.46657,-101.420765,9315,5,10,0,11000,337454,0,508120,348454,23.639,12,10,9090,9100,67351,16200,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-10,80,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1558,2003,31.60893,-101.420765,8690,3,8,0,5000,195760,0,470980,200760,45.448,4,3,6830,7018,50650,138529,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-24,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1561,2003,31.64331,-101.420765,8300,4,8,99400,6000,181370,0,504000,286770,36.91160307,5,8,8062,8178,99400,30700,F,APACHE CORPORATION,REAGAN,2003-05-04,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,W,LB,SAND
1563,2003,31.6183,-101.420765,8047,3,6,0,3000,172200,0,460600,175200,34.89567384,6,6,6266,6276,43500,130000,F,APACHE CORPORATION,REAGAN,2003-06-04,40,20,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,summer,FRAC,GAL,GEL,LB,SAND
1564,2003,31.61,-101.420765,8000,3,6,0,3000,172000,0,463200,175000,25.408,6,6,6316,6326,43000,132000,F,APACHE CORPORATION,REAGAN,2003-06-04,80,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,summer,FRAC,GAL,GEL,LB,SAND
1567,2003,31.54204,-101.420765,8237,1,1,0,0,187216,0,291500,187216,36.51621832,3,1,6548,8132,187216,291500,E,APACHE CORPORATION,REAGAN,2003-03-06,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1568,2003,31.54827,-101.420765,8227,1,1,0,0,189533,0,289640,189533,29.19716485,3,1,6521,8153,189533,289640,E,APACHE CORPORATION,REAGAN,2003-03-25,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1569,2003,31.61882,-101.420765,8590,3,6,0,5000,189042,0,472100,194042,40.412,4,6,6820,7010,53718,136274,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-23,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1570,2003,31.47368,-101.420765,9300,5,10,0,5000,351901,0,507061,356901,25.76,7,10,9080,9090,73458,13602,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,160,80,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1571,2003,31.46127,-101.420765,9250,3,8,0,4000,200202,0,471451,204202,33.312,7,8,6580,6750,500,0,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,80,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,ACID,GAL,A,NA,NA
1575,2003,31.59868,-101.420765,8550,3,8,0,5000,133854,0,473380,138854,37.176,7,8,6732,6926,500,0,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,Over 160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,ACID,GAL,A,NA,NA
1576,2003,31.47996,-101.420765,8276,1,1,0,0,220500,0,289330,220500,26.95602748,4,1,6317,7944,220500,289330,E,APACHE CORPORATION,REAGAN,2003-04-25,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1577,2003,31.52689,-101.420765,8240,1,1,0,0,197782,0,290200,197782,16.66110048,4,1,6495,8147,197782,290200,E,APACHE CORPORATION,REAGAN,2003-04-02,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1578,2003,31.61728,-101.420765,8577,3,7,1000,3000,189546,0,470820,193546,44.124,4,7,6760,6938,500,0,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-24,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,ACID,GAL,A,NA,NA
1579,2003,31.58893,-101.420765,8540,3,7,0,4000,186354,0,472120,190354,31.38,7,7,6722,6803,500,0,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,Over 160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,ACID,GAL,A,NA,NA
1583,2003,31.61864,-101.420765,8345,3,6,0,5000,187976,0,472920,192976,42.688,8,6,6594,6942,48872,130750,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-08-07,160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1585,2003,31.63937,-101.420765,8050,3,6,0,3000,174200,0,461800,177200,33.07515132,5,6,6360,6370,43500,131200,F,APACHE CORPORATION,REAGAN,2003-05-25,160,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,spring,FRAC,GAL,GEL,LB,SAND
1586,2003,31.63724,-101.420765,8430,3,6,0,5000,140309,0,471410,145309,23.428,8,6,7916,8184,19290,155000,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-08-07,160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1592,2003,31.4242,-101.420765,8246,1,1,0,0,166295,0,289000,166295,39.0632123,5,1,6200,7888,166295,289000,E,APACHE CORPORATION,REAGAN,2003-05-02,40,20,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1593,2003,31.4866,-101.420765,8280,1,1,0,0,141194,0,288550,141194,24.752,5,1,6316,7946,141194,288550,E,APACHE CORPORATION,REAGAN,2003-05-29,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1595,2003,31.45166,-101.420765,8200,1,1,0,0,153212,0,290310,153212,22.30126664,6,1,6494,8154,153212,290310,E,APACHE CORPORATION,REAGAN,2003-06-26,160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1596,2004,31.44537,-101.420765,8154,2,2,0,0,220506,0,350000,220506,17.03591569,8,2,7677,7897,92916,135000,E,APACHE CORPORATION,REAGAN,2004-08-15,40,20,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1597,2003,31.42677,-101.420765,8295,1,1,0,0,153212,0,290310,153212,40.66573967,8,1,6278,8034,153212,290310,E,APACHE CORPORATION,REAGAN,2003-08-16,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1598,2003,31.43175,-101.420765,8266,1,1,0,0,149834,0,290560,149834,44.39708554,7,1,6270,7940,149834,290560,E,APACHE CORPORATION,REAGAN,2003-07-25,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1599,2003,31.42459,-101.420765,8200,1,1,0,0,90365,0,135000,90365,49.95212264,10,1,6330,8017,90365,135000,E,APACHE CORPORATION,REAGAN,2003-10-04,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1600,2004,31.51953,-101.420765,8306,2,2,0,0,220506,0,350000,220506,17.94,7,2,7934,8166,92916,135000,E,APACHE CORPORATION,REAGAN,2004-07-23,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1604,2003,31.52899,-101.420765,8310,1,1,0,0,134832,0,290680,134832,36.78123071,8,1,6625,6806,134832,290680,E,APACHE CORPORATION,REAGAN,2003-08-08,20,40,SPBR_L,CLFK --> SPBR_L,CLFK,SPBR_L,summer,FRAC,GAL,GEL,LB,SAND
1605,2003,31.43354,-101.420765,8184,1,1,0,0,90365,0,135000,90365,11.52,9,1,6364,8093,90365,135000,E,APACHE CORPORATION,REAGAN,2003-09-02,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1607,2003,31.45807,-101.420765,8208,1,1,0,0,90365,0,135000,90365,17.30257449,9,1,6257,8041,90365,135000,E,APACHE CORPORATION,REAGAN,2003-09-13,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1608,2003,31.46217,-101.420765,8200,1,1,0,0,90365,0,135000,90365,44.38544029,9,1,6361,7988,90365,135000,E,APACHE CORPORATION,REAGAN,2003-09-13,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1609,2003,31.45611,-101.420765,8200,1,1,0,0,90365,0,135000,90365,39.324,10,1,6387,8071,90365,135000,E,APACHE CORPORATION,REAGAN,2003-10-04,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1610,2004,31.46399,-101.420765,9304,4,8,0,8000,277938,0,490570,285938,32.644,4,8,8678,8906,79572,17640,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-04-02,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1612,2003,31.59617,-101.420765,8180,3,6,0,5000,190096,0,470460,195096,39.388,12,6,6381,6701,49182,130557,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-10,160,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1613,2003,31.56325,-101.420765,8355,3,6,0,5000,186715,0,470290,191715,24.1,12,6,6515,6718,51068,127823,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-19,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1614,2005,31.57271,-101.420765,8662,3,6,0,5000,219198,0,475750,224198,57.10141561,1,6,6814,7008,74256,138890,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-01-27,80,20,WFMP,CLFK --> WFMP,CLFK,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1615,2004,31.57651,-101.420765,8545,3,6,0,4000,204204,0,470640,208204,40.932,8,6,6714,6914,60396,135240,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-29,20,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1616,2004,31.61293,-101.420765,8520,3,6,0,5000,198324,0,472400,203324,34.48819999,8,6,6688,6884,52038,135187,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-29,20,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1617,2004,31.47672,-101.420765,9245,4,8,0,11000,356554,0,511630,367554,44.144,5,8,8702,8975,156720,36340,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-05-08,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1620,2004,31.45627,-101.420765,9208,4,8,0,11000,340969,0,510150,351969,33.608,5,8,8676,8922,142842,35480,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-05-15,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1621,2004,31.46258,-101.420765,9118,4,8,0,11000,338712,0,507210,349712,34.24012514,6,8,8685,8933,140850,35260,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-06-17,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1624,2004,31.44973,-101.420765,9300,5,10,0,11000,215607,158149,524210,384756,34.904,8,10,9000,9010,81270,17377,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-08,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,G,LB,SAND
1625,2004,31.46986,-101.420765,8300,2,2,0,0,220506,0,350000,220506,29.856,4,2,7661,8021,92916,135000,E,APACHE CORPORATION,REAGAN,2004-04-20,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1626,2004,31.45046,-101.420765,8229,2,2,0,0,220080,0,350000,220080,36.2429405,5,2,6354,7339,130326,215000,E,APACHE CORPORATION,REAGAN,2004-05-14,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1627,2004,31.46737,-101.420765,8250,1,1,0,0,159000,0,350000,159000,35.576,4,1,6430,8042,159000,350000,E,APACHE CORPORATION,REAGAN,2004-04-03,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1628,2004,31.4719,-101.420765,8260,1,1,0,0,220506,0,350000,220506,15.1832191,4,1,6420,8068,220506,350000,E,APACHE CORPORATION,REAGAN,2004-04-28,20,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1629,2004,31.50376,-101.420765,8300,1,1,0,0,220506,0,35000,220506,45.068,4,1,6507,8092,220506,35000,E,APACHE CORPORATION,REAGAN,2004-04-09,20,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1634,2004,31.52338,-101.420765,8337,2,2,0,0,220506,0,350000,220506,23.852,6,2,6480,7446,127590,215000,E,APACHE CORPORATION,REAGAN,2004-06-23,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1636,2004,31.53006,-101.420765,8300,2,2,0,0,220506,0,350000,220506,20.72,6,2,7872,8135,92916,135000,E,APACHE CORPORATION,REAGAN,2004-06-03,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1637,2004,31.49518,-101.420765,8206,2,2,0,0,183782,0,351130,183782,19.024,5,2,7710,7968,70894,135000,E,APACHE CORPORATION,REAGAN,2004-05-18,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
1639,2004,31.48406,-101.420765,8290,2,2,0,0,220506,0,350000,220506,25.4,6,2,7643,7903,92916,135000,E,APACHE CORPORATION,REAGAN,2004-06-14,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1641,2004,31.47781,-101.420765,8210,2,2,0,0,220506,0,350000,220506,25.66,7,2,7647,7948,92916,135000,E,APACHE CORPORATION,REAGAN,2004-07-22,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1643,2004,31.50933,-101.420765,8237,2,2,0,0,220506,0,350000,220506,20.668,7,2,6432,7396,127590,215000,E,APACHE CORPORATION,REAGAN,2004-07-23,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1645,2004,31.50218,-101.420765,8300,2,2,0,0,220506,0,350000,220506,26.52292632,6,2,7761,8011,92916,135000,E,APACHE CORPORATION,REAGAN,2004-06-20,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1647,2004,31.56653,-101.420765,8610,3,6,0,5000,199458,0,471020,204458,55.96,8,6,6784,6976,56196,133882,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-04,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1648,2004,31.59831,-101.420765,8116,3,6,0,5000,207988,0,470270,212988,44.236,9,6,6325,6671,63844,134547,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-09-15,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1650,2004,31.5407,-101.420765,8270,3,6,0,5000,189756,0,471420,194756,38.304,9,6,6441,6619,54768,136548,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-09-30,80,40,SPBR_L,CLFK --> SPBR_L,CLFK,SPBR_L,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1653,2004,31.50822,-101.420765,8312,2,2,0,0,220506,0,350000,220506,29.62307158,8,2,7847,8079,92916,135000,E,APACHE CORPORATION,REAGAN,2004-08-18,20,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1654,2004,31.44684,-101.420765,8174,2,2,0,0,220506,0,350000,220506,29.15185689,8,2,7721,7944,92916,135000,E,APACHE CORPORATION,REAGAN,2004-08-30,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
1656,2005,31.53,-101.420765,8327,2,2,383200,0,0,0,100450,383200,41.124,4,2,7933,8165,131800,49250,E,APACHE CORPORATION,REAGAN,2005-04-06,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,W,LB,SAND
1657,2004,31.55144,-101.420765,8336,2,2,0,0,367506,0,362000,367506,42.43844071,10,2,7895,8117,139916,139000,E,APACHE CORPORATION,REAGAN,2004-10-14,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1661,2005,31.44406,-101.420765,8282,2,2,383200,0,0,0,100450,383200,22.39416894,3,2,7602,7849,131800,49250,E,APACHE CORPORATION,REAGAN,2005-03-10,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,W,LB,SAND
1662,2004,31.44229,-101.420765,8260,2,2,0,0,367506,0,360000,367506,39.86164692,10,2,7831,8053,139916,140000,E,APACHE CORPORATION,REAGAN,2004-10-31,80,Sub 20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1665,2004,31.51985,-101.420765,8340,2,2,0,0,367506,0,362000,367506,18.52846714,9,2,7849,8117,139916,139000,E,APACHE CORPORATION,REAGAN,2004-09-12,40,20,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
1666,2004,31.63272,-101.420765,8710,3,6,0,5000,195174,0,472660,200174,45.8702266,9,6,6896,7088,54558,135440,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-09-29,Over 160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1667,2004,31.5967,-101.420765,8350,3,6,0,5000,196098,0,473480,201098,43.07231771,10,6,6530,6694,54222,129403,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-10-14,80,40,SPBR_L,CLFK --> SPBR_L,CLFK,SPBR_L,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1669,2004,31.53355,-101.420765,8205,3,6,0,4500,195762,0,473390,200262,28.67926976,11,6,6441,6591,56532,138234,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-06,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1671,2004,31.59139,-101.420765,8345,3,6,0,5000,196224,0,475894,201224,32.59924597,11,6,6541,6710,55818,138234,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-06,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1672,2004,31.58082,-101.420765,8615,3,6,0,5000,195636,0,471060,200636,32.49670036,11,6,6740,6928,54180,137740,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-18,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1673,2004,31.57116,-101.420765,8532,3,6,0,5000,194292,0,471970,199292,34.12554949,11,6,6742,6930,54474,134280,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-18,80,20,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
