@relation 'well_data2-weka.filters.unsupervised.attribute.Remove-R1,5-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.StringToNominal-R7,8-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R12-15-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R30,32'

@attribute Subarea {B,A,C,E,D,F}
@attribute County {MIDLAND,UPTON,REAGAN,GLASSCOCK}
@attribute Completion.Year numeric
@attribute Surface.Latitude numeric
@attribute Surface.Longitude numeric
@attribute WB.Spacing.Proxy {160,80,'Over 160',40,20,'Sub 20'}
@attribute SPBY.Spacing.Proxy {40,80,20,160,'Sub 20','Over 160'}
@attribute Deepest_Zone {WFMP,STRAWN,ATOKA,SPBR_L,WOOD,SIL_DEV,MISS,FUSS}
@attribute Top_Zone {WFMP,SPBR_U,CLFK,SPBR_L,STRAWN}
@attribute Frac.Stages numeric
@attribute Proppant...Total..lbs. numeric
@attribute Fluid...Total..lbs. numeric
@attribute CLFK..KHW. numeric
@attribute U_SPBR..KHW. numeric
@attribute L_SPBR..KHW. numeric
@attribute WFMP..KHW. numeric
@attribute WFMP_L..KHW. numeric
@attribute WFMP_ATB..KH numeric
@attribute CLINE..KHW. numeric
@attribute STRN..KHW. numeric
@attribute ATOK..KHW. numeric
@attribute BEND..KHW. numeric
@attribute ATOKA_L..KHW numeric
@attribute MPLM..KHW. numeric
@attribute WDFD..KHW. numeric
@attribute DVNN..KHW. numeric
@attribute Number numeric
@attribute Depth.Top numeric
@attribute Depth.Base numeric
@attribute Fluid.Type {A,W,X-LINKGEL,GEL,FLUD,F,WTR,G,O,FRAC,SLKW}
@attribute Propping.Agent.Type {undefined,SAND,CER,SANDCER,RCSD,SANDRCSD}
@attribute Injection.Rate numeric
@attribute Additive {HCL,GELA,SCIN,XLNK,FECL,SFAC,WGEL,WPLY,PFCL,FRDC,NEFE,GLST,KCL,CACL,BIOC,ACET,BRKR,ACIN,CRIN,NECL}
@attribute Mesh.Size {20/40,'20/40 & 16/3',16/30,20/20,30/70,'20 /40',40/70,20/04,30/50,18/40,20/50,MIXED}
@attribute EUR_o..Mstb. numeric

@data
B,UPTON,2010,31.50249,-102.0936,40,'Over 160',WFMP,SPBR_U,1,684500,22214,6880,7739,8352.4,9174.45,9515.22,9769.91,10306,10650.92,10812.72,10997.17,11396.81,11662.13,11961.65,12041.89,2,7900,10500,?,SAND,?,?,?,34.192
D,GLASSCOCK,2010,31.75784,-101.60308,80,'Over 160',SIL_DEV,CLFK,10,952000,973000,5399,6401,6976,8032,8315,8868.02,9721,10031,10142,10273.26,10352.66,10472.01,10593,10632,20,10650,10661,GEL,SAND,?,GELA,20/40,41.77
F,REAGAN,2010,31.60014,-101.44606,80,40,WFMP,CLFK,8,?,?,4642.58,5946.1,6466.19,7568.23,7858.22,8209.11,9266.15,9661.66,9759.45,?,9834.72,10031.26,10138.76,10171.45,8,8270,8468,A,undefined,?,HCL,?,31.16
B,UPTON,2010,31.50607,-102.10293,40,'Over 160',SIL_DEV,WFMP,1,572500,987462,6901.05,7748.92,8347.23,9150.66,9502.91,9739.08,10351.28,10619.09,10765,10972,11405,11638.37,12053,12144,2,9182,12246,GEL,SAND,?,GELA,40/70,21.748
F,REAGAN,2010,31.54866,-101.3958,80,80,WFMP,SPBR_U,8,?,?,4099.35,5669.91,6199.8,7519.83,7758.69,7970.95,9104.54,9454.68,9539.81,?,9688.73,9746.77,9860.43,9891.53,8,7950,8130,A,undefined,?,HCL,?,16.411334
C,MIDLAND,2010,31.84686,-101.95102,40,80,STRAWN,SPBR_L,7,754572,907248,6625,7469,8069,9047,9362,9710.9,10009,10556,10636.63,10679.87,10879.2,11181.87,11453.14,11557.89,14,8095,8210,X-LINKGEL,SAND,?,XLNK,20/40,45.164
F,REAGAN,2010,31.54559,-101.44258,40,20,WFMP,SPBR_U,8,?,?,4267.76,5831.73,6367.71,7447.76,7583.17,8195.42,9330.14,9639.54,9727.62,?,9789.09,9988.71,10112.8,10139.87,8,8164,8360,A,undefined,?,HCL,?,90.868
B,UPTON,2010,31.55594,-101.91607,80,40,STRAWN,SPBR_U,3,619627,732000,6437.41,7299.04,7898.34,8881.09,9218.14,9403.06,10440.78,10700.48,10721,10747.12,11005.07,11553.03,11633.43,11722.09,3,8992,10696,FLUD,SAND,?,SFAC,?,22.884
D,GLASSCOCK,2010,31.98761,-101.681,160,'Over 160',WFMP,SPBR_U,7,1018714,1371338,5551,6423,6926,7922,8195,8680.67,9601,9922,10032.87,10138.24,10155.42,10303.72,10569.46,10619.51,14,6480,6698,X-LINKGEL,SAND,?,XLNK,20/40,63.824
C,MIDLAND,2010,31.84488,-101.95944,40,80,WFMP,SPBR_L,6,661222,921264,6659,7520,8078,9040,9395,9713.25,10041,10579,10709.56,10798.68,10988.91,11246.28,11512.99,11619.4,12,8320,8380,X-LINKGEL,SAND,?,XLNK,20/40,78.22
F,REAGAN,2010,31.57999,-101.52292,160,80,WFMP,SPBR_U,1,847480,769902,4846.75,6147.24,6703.63,7773.12,7948.88,8364.43,9536.93,9950.71,10040.3,?,10097.08,10387.32,10479.62,10515.82,2,6161,9254,GEL,SAND,?,GELA,?,46.948327
F,REAGAN,2010,31.56444,-101.53416,'Over 160',80,WFMP,CLFK,1,2069536.055,738024,4635,6157.75,6544.69,7784.75,8086.39,8317.27,9547.16,9951.17,10035.41,?,10107.98,10366.36,10468.09,10501.7,2,5502,8424,FLUD,SAND,?,GELA,?,17.524
F,REAGAN,2010,31.56234,-101.50168,80,40,WFMP,SPBR_U,1,1144640,1035888,4637.41,6067.66,6611.93,7765.72,7989.59,8299.56,9496.39,9876.42,9957.5,?,9992.71,10278.28,10387.65,10421.2,2,6077,9724,FLUD,SAND,?,GELA,?,66.52
B,UPTON,2010,31.50972,-102.03472,40,160,WFMP,SPBR_L,9,976122,1198084,6748,7579,8158,9190,9482,9765,10503,10670.84,10776.1,10776.75,11031.92,11368.59,11460.62,11558.43,18,8246,8348,X-LINKGEL,SAND,?,XLNK,20/40,97.788
D,GLASSCOCK,2010,31.74359,-101.59842,80,'Over 160',SIL_DEV,CLFK,7,931000,769700,5712.36,6416.18,6967.17,8033.02,8303.51,8905.64,9723.64,10023,10156,10268.35,10352.67,10487.95,10610.21,10668,13,10500,10720,A,undefined,?,HCL,?,47.484
F,REAGAN,2010,31.61716,-101.44153,80,160,WFMP,SPBR_U,7,?,?,4622.74,5921.15,6470.64,7569.38,7845.08,8199.58,9246.44,9646.38,9748.2,?,9840.66,10014.16,10118.68,10154.5,7,7867,8032,A,undefined,?,HCL,?,23.408
B,UPTON,2010,31.5176,-102.09393,80,160,WFMP,SPBR_U,1,732500,16500,6861.87,7687.15,8326.14,9123.93,9489.06,9745.58,10341.27,10640.63,10818.94,10944.12,11332.04,11623.17,11940.08,12030.62,2,7830,10460,?,SAND,?,?,?,96.684
F,REAGAN,2010,31.53124,-101.46404,40,40,ATOKA,SPBR_L,1,814540,1031347,4344.34,5882.21,6590.88,7898.78,8037.07,8262.3,9546.49,9704.88,9794.14,?,9814.84,10059.9,10189.84,10223.5,2,6788,10000,GEL,SAND,?,GELA,?,40.828
F,REAGAN,2010,31.54529,-101.41709,40,160,WFMP,SPBR_U,8,?,?,4111.21,5714.52,6239.83,7303.71,7556.88,8090.77,9179.35,9540.91,9626.79,?,9733.73,9852.87,9974.1,10000.92,8,8030,8232,A,undefined,?,HCL,?,29.072
B,UPTON,2010,31.63271,-102.07431,80,40,WFMP,SPBR_U,6,720000,626940,6859.35,7707.38,8258.45,9171.5,9453.66,9875.21,10284.94,10614.36,10726.85,10765.64,11005.45,11613.69,11745.52,11855.57,12,9828,9896,X-LINKGEL,SAND,?,XLNK,20/40,5.68
B,MIDLAND,2010,31.67656,-102.09761,80,40,WFMP,SPBR_U,6,698000,1000944,6958.47,7817.31,8378.92,9269.39,9577.16,9969.88,10356.88,10486.34,10863.47,10877.57,11200.74,11815.77,12000.93,12093.81,12,9836,10024,X-LINKGEL,SAND,?,XLNK,20/40,32.612
F,REAGAN,2010,31.60394,-101.45878,80,20,WFMP,SPBR_U,8,?,?,4904.98,5963.23,6506.76,7568.76,7915.53,8253.19,9302.12,9712.65,9809.47,?,9873.18,10100.09,10197.99,10235.88,8,8316,8490,A,undefined,?,HCL,?,47.356
F,REAGAN,2010,31.53137,-101.47677,160,80,ATOKA,SPBR_U,1,1171520,1088640,4392.86,5945.18,6630.39,7768.38,7946.19,8297.86,9487.22,9753.75,9839.56,?,9854.28,10124.01,10255.38,10289.5,2,5971,9996,GEL,SAND,?,GELA,?,98.172
C,MIDLAND,2010,31.84879,-101.94282,40,80,WFMP,SPBR_L,6,775966,777462,6575,7408,7975,8982,9298,9706.28,9883,10406,10565.33,10605.36,10789.45,11126.27,11403.03,11506.57,12,8034,8124,X-LINKGEL,SAND,?,XLNK,20/40,46.992
F,REAGAN,2010,31.63583,-101.42431,80,20,WFMP,SPBR_U,8,?,?,4367.01,5885.48,6446.41,7530.3,7799.8,8147.41,9193.93,9575.17,9680.47,?,9850.7,9930.31,10024.05,10069.01,8,8188,8388,A,undefined,?,HCL,?,33.034
F,REAGAN,2010,31.56388,-101.4551,80,40,WFMP,SPBR_U,8,?,?,4462.44,5883.72,6427.87,7580.98,8000.81,8219.52,9331.72,9689.38,9776.92,?,9823.99,10056.91,10170.07,10202.74,8,8200,8402,A,undefined,?,HCL,?,12.893418
F,GLASSCOCK,2010,31.71895,-101.50778,80,160,STRAWN,CLFK,1,877792,1068228,5194,6086,6654,7690,7982.63,8292.05,9432,9770,9863,10000.78,10039.5,10173.11,10280.1,10334.85,1,6046,9891,W,SAND,?,GELA,?,61.804348
F,REAGAN,2010,31.56774,-101.4763,160,20,WFMP,SPBR_U,8,?,?,4671.8,5958.51,6518.65,7646.97,7896.47,8291.21,9397.6,9770.2,9856.49,?,9890.26,10164.91,10274.45,10303.36,8,8304,8499,A,undefined,?,HCL,?,46.318725
D,GLASSCOCK,2010,31.7382,-101.61949,80,160,SIL_DEV,CLFK,8,884000,778000,5808.1,6543.77,7096.89,8132.71,8409.75,8958.81,9783.31,10093.42,10237.41,10331.9,10432.23,10565.92,10733.67,10786.36,16,10060,10812,A,undefined,?,HCL,?,36.072
F,REAGAN,2010,31.59237,-101.39933,40,80,WFMP,SPBR_U,8,?,?,4065.38,5731.91,6270.91,7357.77,7655.42,8056.82,9099.71,9486.79,9581.36,?,9722.9,9799.57,9915,9953.31,8,7962,8160,A,undefined,?,HCL,?,14.672
F,REAGAN,2010,31.52764,-101.46834,40,40,ATOKA,SPBR_U,1,697137,1657950,4355.22,5899.91,6594.83,7906.68,8041.02,8282.06,9605.76,9715.77,9804.88,?,9819.59,10075.4,10207.07,10240.63,2,5926,10020,GEL,SAND,?,GELA,?,39.044
B,UPTON,2010,31.51153,-102.0879,40,'Over 160',WFMP,SPBR_U,1,644037,1067052,6859,7676,8349,9138,9507,9792,10341,10671.54,10859.73,11004.12,11406.28,11642.14,11931.35,12015.92,1,8255,10500,FLUD,SAND,?,?,?,46.432
F,REAGAN,2010,31.58197,-101.44207,40,20,WFMP,SPBR_U,8,?,?,4436.35,5884.16,6410.99,7509.01,7732.31,8193.85,9261.71,9643.64,9738.38,?,9811.96,10003.52,10115.51,10150.08,8,8190,8392,A,undefined,?,HCL,?,15.34
F,REAGAN,2010,31.58565,-101.44626,80,40,WFMP,SPBR_U,8,?,?,4538.24,5876.73,6411.24,7511.66,7748.32,8209.71,9273.27,9661.34,9756.49,?,9824.88,10026.89,10138.61,10171.7,8,8186,8376,A,undefined,?,HCL,?,20.868
F,REAGAN,2010,31.57799,-101.41232,80,40,WFMP,SPBR_U,8,?,?,4052.1,5771.78,6314,7391,7648,8099.11,9162.49,9539.42,9633.95,?,9744.62,9861.76,9971.79,10011.5,8,8094,8284,A,undefined,?,HCL,?,33.96
F,REAGAN,2010,31.64136,-101.43021,40,160,WFMP,SPBR_U,7,?,?,4438.48,5913.22,6457.11,7543,7833.42,8171.5,9212.83,9599.67,9704.51,?,9871.67,9961.2,10054.42,10088.05,7,7842,8016,A,undefined,?,HCL,?,137.964
F,REAGAN,2010,31.6302,-101.43306,40,160,WFMP,SPBR_U,8,?,?,4513.8,5910.09,6454.63,7546.06,7830.64,8179.31,9219.64,9611.92,9717.22,?,9848.57,9971.95,10073.41,10109.63,8,8224,8406,A,undefined,?,HCL,?,58.608
D,GLASSCOCK,2010,31.87677,-101.70701,'Over 160','Over 160',WFMP,SPBR_U,8,1124217,1427004,5541,6727,7275,8270,8510,8720,9815,10111,10226.55,10336.49,10420.3,10542.69,10703.2,10770.61,16,6750,6871,X-LINKGEL,SAND,?,XLNK,16/30,49.828
B,UPTON,2010,31.59087,-102.0606,40,80,ATOKA,SPBR_L,9,818300,645011,6812.66,7684.12,8251.62,9172.57,9465.43,9772.78,10421.65,10647.68,10770.49,10836.03,11141.15,11620.9,11760.72,11874.63,9,10744,10920,FLUD,SAND,?,?,?,37.424
F,REAGAN,2010,31.59294,-101.45039,160,40,WFMP,SPBR_U,8,?,?,4664.87,5910.44,6445.71,7546.07,7817.13,8216.75,9274.94,9672.68,9767.75,?,9833.56,10045.11,10153.05,10184.56,8,8227,8425,A,undefined,?,HCL,?,45.516
F,REAGAN,2010,31.6005,-101.47589,160,40,WFMP,SPBR_U,8,?,?,5067.06,5996.8,6549,7628.33,7962.1,8307.22,9363.2,9781.45,9875.65,?,9927.69,10194.16,10281.19,10321.06,8,8344,8530,A,undefined,?,HCL,?,44.784
F,REAGAN,2010,31.56021,-101.45084,80,20,WFMP,SPBR_U,8,?,?,4393.18,5882.68,6422.6,7593.55,8003.32,8222.03,9324.33,9671.74,9760.97,?,9811.53,10035.6,10153.38,10183.04,8,8200,8396,A,undefined,?,HCL,?,13.324
F,REAGAN,2010,31.57511,-101.47621,80,20,WFMP,SPBR_U,8,?,?,4805.8,5979.82,6530.76,7607.49,7746.59,8289.98,9377.14,9768.02,9855.09,?,9893.45,10168.39,10269.84,10302.15,8,8396,8578,A,undefined,?,HCL,?,11.228
F,GLASSCOCK,2010,31.67693,-101.59032,80,80,STRAWN,WFMP,1,1145088.027,1131564,5559.38,6421.32,6978.34,8022.09,8293.43,8659.59,9734.31,10033.38,10192.29,10299.82,10333.96,10550.9,10689.05,10739.84,2,7857,10135,GEL,SAND,?,GELA,?,28.372
A,MIDLAND,2010,31.85003,-102.16187,40,40,ATOKA,SPBR_U,1,946000,1480827.633,6980,7789,8359,9172.13,9513.45,9578.93,9900.14,10104.37,10315.35,10423.9,10597.96,11208.88,11467.29,11564.7,1,7980,10850,GEL,SAND,?,?,?,72.924
B,UPTON,2010,31.53888,-102.11375,40,160,WFMP,SPBR_U,1,1216320,1365462,6934,7764,8406,9180,9563,9812,10348,10550.65,10718.91,10863.73,11210.53,11641.46,11865.34,11967.63,1,7831,10428,FLUD,SAND,?,?,?,50.188
B,MIDLAND,2010,31.69346,-102.05813,40,40,WFMP,SPBR_U,5,864000,671790,6911.26,7802.17,8360.58,9295.24,9648.69,9946.03,10550.43,10719.63,10940.59,10910.49,11159.49,11945.27,12115.47,12188.58,10,9870,9894,X-LINKGEL,SAND,?,XLNK,20/40,25.18
B,UPTON,2010,31.54647,-102.11626,40,160,WFMP,SPBR_U,1,886503,1354080,6910,7732,8370,9161,9522,9772,10299,10523,10689.31,10810.44,11182.11,11644.37,11833.8,11936.01,1,7805,10356,FLUD,SAND,?,?,?,58.968
F,REAGAN,2010,31.58575,-101.45479,160,40,WFMP,SPBR_U,8,?,?,4691.56,5899.7,6451.45,7545.2,7769.33,8241.88,9301.33,9692.71,9789.85,?,9848.4,10070.43,10176.25,10210.6,8,8210,8408,A,undefined,?,HCL,?,30.188
F,REAGAN,2010,31.5275,-101.46409,40,40,ATOKA,SPBR_U,1,941700,1034880,4340.24,5888.3,6441.93,7501.12,7631.79,8266.57,9572.37,9703.16,9793.67,?,9812.32,10058.2,10189.27,10223.11,2,5915,10035,GEL,SAND,?,GELA,?,38.652
F,REAGAN,2010,31.53438,-101.42153,40,160,WFMP,SPBR_U,8,?,?,4132.25,5717.31,6246.06,7306.9,7515.24,8077.77,9174.82,9530.83,9616.35,?,9714.46,9840.27,9967.43,9990.74,8,7999,8199,A,undefined,?,HCL,?,76.612
B,UPTON,2010,31.64515,-102.03843,40,80,STRAWN,SPBR_U,11,1281980,1336650,6871,7750,8312,9273,9599,9882,10574,10908.04,10969.14,10936.07,11178.36,11887.09,12017.37,12120.13,22,7780,7940,FRAC,SAND,?,XLNK,20/40,60.408
D,GLASSCOCK,2010,31.86384,-101.72647,40,80,WFMP,SPBR_U,8,1152937,1095929,6168.48,6849.12,7398.04,8378.68,8718.29,8807.21,9909.36,10208.58,10308.27,10385.17,10466.72,10653,10800.29,10884.04,16,6967,7203,X-LINKGEL,SAND,?,XLNK,16/30,37.350493
B,MIDLAND,2010,31.6799,-102.01884,160,40,WFMP,SPBR_U,6,783000,1011990,6776.11,7678.04,8238.98,9213.91,9560.07,9962.64,10517.51,10857.77,11031.05,11076.01,11219.76,11997.64,12123.68,12193.37,12,9940,10200,X-LINKGEL,SAND,?,XLNK,20/40,10.352
B,UPTON,2010,31.50123,-102.04515,40,160,WFMP,SPBR_U,10,2331540,1290688,6716.08,7539.63,8183.33,9083.98,9410.13,9706.07,10378.14,10654.27,10755.27,10823.73,11043.74,11320.11,11419.36,11521.44,20,7626,7766,X-LINKGEL,SAND,?,XLNK,16/30,94.936
B,UPTON,2010,31.51292,-102.02124,40,160,STRAWN,SPBR_U,10,1070158,1649274,6722.66,7565.06,8105,9125.76,9437.58,9782.1,10476.16,10725.16,10752.96,10712.87,10977.52,11387.12,11464.29,11558.39,20,7618,7780,X-LINKGEL,SAND,?,XLNK,16/30,64.64
B,MIDLAND,2010,31.6554,-102.13486,160,40,ATOKA,WFMP,1,471540,12012,6824.23,7616.62,8177.57,9026.59,9333.39,9686.32,9958.71,10078.35,10206.03,10252.92,10522.72,11142.34,11291.17,11404.99,1,9052,10558,A,SAND,?,?,?,45.344
B,UPTON,2010,31.50444,-102.00778,40,80,ATOKA,SPBR_U,7,877586,1018920,6679.61,7545.68,8157.21,9082.68,9407.72,9698.14,10515.24,10681.69,10685.16,10735.45,10937.31,11347.05,11411.16,11499.38,14,7612,7778,X-LINKGEL,SAND,?,XLNK,16/30,17.686
B,UPTON,2010,31.63554,-102.03083,80,40,WFMP,SPBR_U,9,1079302,1125438,6859,7746,8324,9292,9623,10026.72,10617,10941.44,10968.54,10956.79,11218.56,11874.4,12000.31,12107.03,18,7773,7938,X-LINKGEL,SAND,?,XLNK,20/40,56.768
F,REAGAN,2010,31.60771,-101.47152,40,40,WFMP,SPBR_U,7,?,?,4954.59,6011.59,6542.12,7625.78,7942.21,8295.3,9342.69,9760.43,9859.57,?,9917.01,10168.71,10260.22,10297.66,7,8330,8524,A,undefined,?,HCL,?,26.68
F,REAGAN,2010,31.58236,-101.47612,80,40,WFMP,SPBR_U,7,?,?,4936.93,5976.15,6539.78,7615.42,7844.33,8293.37,9366.99,9769.24,9858.55,?,9902.29,10173.53,10272.53,10305.9,7,8362,8554,A,undefined,?,HCL,?,34.624
A,MIDLAND,2010,31.8297,-102.07229,80,20,WFMP,SPBR_U,1,477600,530350,6936.64,7812.7,8379.55,9293.89,9633.89,9797.7,10360.05,10602.68,10857.61,10898.78,11142.93,11664.77,11852.76,11994.98,2,8034,10020,W,SAND,?,?,?,28.757878
B,UPTON,2010,31.57771,-101.90492,40,40,STRAWN,CLFK,4,725465,746800,6417.02,7283.1,7882.91,8878.47,9195.22,9486.15,10461.05,10636.68,10767.45,10821.11,11065.92,11622.95,11692.18,11782.43,4,10081,10707,GEL,SAND,?,?,?,13.406
F,REAGAN,2010,31.53432,-101.41733,40,40,WFMP,SPBR_U,7,?,?,4138.72,5717.06,6246.2,7309.77,7523.53,8082.3,9172.01,9533.34,9618.17,?,9724.45,9837.87,9963.79,9988.02,7,8012,8192,A,undefined,?,HCL,?,53.604
F,GLASSCOCK,2010,31.67846,-101.47281,160,20,ATOKA,WFMP,5,1266600,1948000,5079.27,6008.9,6554.97,7655.87,8022.19,8313.75,9351.15,9716.66,9825.95,9958.12,10001.98,10060.86,10234.94,10319.75,10,9709,9866,W,SAND,?,?,?,90.188
B,UPTON,2010,31.51556,-102.10229,80,'Over 160',WFMP,CLFK,1,892500,18000,6883,7679,8388,9127,9499,9716,10323.83,10602.86,10772.03,10914.22,11333.68,11617.42,11972.44,12065.78,2,7430,10420,?,SAND,?,?,?,93.748
D,GLASSCOCK,2010,31.96115,-101.68141,160,'Over 160',ATOKA,SPBR_L,5,398000,25116,5685.88,6525.57,7021.73,8007.49,8344.89,8774.23,9649.18,9963.67,10136.84,10177.38,10197.73,10416.44,10623.47,10665.18,13,10024,10204,?,SAND,?,?,?,32.963707
A,MIDLAND,2010,31.74272,-102.19934,40,160,WFMP,SPBR_U,4,895000,1028770,7163.76,7961,8506.72,9258.54,9670,9887,10152,10301,10507.05,10444.01,10641.14,11159.84,11392.85,11516.05,8,9844,10150,W,SAND,?,GELA,?,162.696
F,REAGAN,2010,31.61129,-101.43778,40,160,WFMP,SPBR_U,7,?,?,4575.15,5916.08,6470.79,7568.53,7856.31,8186.39,9240.82,9635.93,9735.74,?,9827.33,9999.34,10105.26,10140.92,7,7866,8034,A,undefined,?,HCL,?,30.632
B,UPTON,2010,31.63887,-101.92025,80,40,ATOKA,WFMP,1,602440,725466,6497.17,7355.18,7963.71,8957,9290.14,9644.57,10471.04,10727.67,10889.25,10898.28,11130.59,11756.49,11828.06,11917.05,1,9262,10990,GEL,SAND,?,?,?,44.958421
C,MIDLAND,2010,31.85077,-101.93441,40,20,WFMP,SPBR_L,7,768442,933312,6562,7319,7942,8968,9323,9703.08,9930,10460.73,10591.89,10655.52,10824.86,11105.07,11381.76,11485.28,14,8030,8120,X-LINKGEL,SAND,?,XLNK,16/30,72.46
B,MIDLAND,2010,31.70563,-102.02224,80,40,WFMP,SPBR_U,5,802000,701474,6737.37,7643.14,8211.28,9180.33,9517.47,9896.04,10472.46,10783.76,10951.47,11038.57,11207.22,11900.13,12050.49,12096.27,10,9890,9978,X-LINKGEL,SAND,?,XLNK,20/40,5.434086
A,MIDLAND,2010,31.85677,-102.1505,40,160,ATOKA,SPBR_U,1,978251,23016,6960.79,7781.45,8353.11,9180.97,9587.8,9659.1,9998.02,10198.4,10385.25,10520.65,10823.94,11273.52,11515.82,11620.92,2,7972,10920,?,SAND,?,?,?,72.36
B,UPTON,2010,31.55987,-102.01531,40,40,WFMP,SPBR_U,3,?,?,6662.09,7532.98,8110.77,9078.46,9431.54,9791.35,10382.31,10688.75,10813.63,10857.65,11178.58,11592.73,11697.72,11800.45,3,9176,10286,GEL,?,?,?,?,66.76
B,UPTON,2010,31.52225,-101.9687,20,80,ATOKA,SPBR_U,4,1223170,1253850,6579.64,7453.48,8057,9016,9363,9626.77,10496,10787.48,10635.65,10720.33,10947.02,11326.55,11392.25,11482.47,8,10564,10663,GEL,SAND,?,GELA,30/50,89.88
D,GLASSCOCK,2010,31.8471,-101.57354,80,'Over 160',ATOKA,WFMP,6,402000,20034,5477.16,6203.77,6714.2,7794.14,8208.81,8270.2,9596.1,9889.14,10022,10140.55,10197.16,10302.43,10444.54,10489,12,9934,10084,?,SAND,?,?,?,13.372
B,UPTON,2010,31.58884,-101.97163,160,40,WFMP,SPBR_L,1,802329,950838,6616,7463,8070,9058,9442,9612.82,10474.3,10756.09,10871.88,10877.61,11162.56,11704.37,11803.43,11908.33,1,8220,10210,W,SAND,?,?,?,43.112
A,MIDLAND,2010,31.845793,-102.067686,40,160,WFMP,SPBR_U,1,534000,597000,6928.21,7776.24,8333.57,9261.64,9601.81,10015.9,10352.42,10611.68,10812.94,10900.33,11136.83,11642.81,11852.93,11981.25,2,8007,10022,W,SAND,?,GELA,?,40.952
B,UPTON,2010,31.63036,-102.1578,160,40,ATOKA,WFMP,1,470600,12012,6853.81,7620.28,8191.94,8983.15,9332.22,9693.08,10000.65,10056.2,10195.93,10327.35,10649.85,11099.1,11239.9,11319.37,2,9164,10604,?,SAND,?,?,?,39.636
A,MIDLAND,2010,31.83231,-102.18893,80,40,ATOKA,SPBR_U,1,689958,1143576,7156.63,7992.29,8566.28,9372.12,9725.07,9867.27,10203.12,10529.84,10744.11,10915.51,11222.97,11640.29,11951.42,12050.65,1,8000,11146,GEL,SAND,?,?,?,55.472
A,MIDLAND,2010,31.72688,-102.02899,40,40,WFMP,SPBR_U,6,940000,733936,6742.87,7641.73,8241.22,9165.95,9513.25,9813.34,10451.53,10720.67,10837.05,11013.84,11284.36,11836.42,12015.43,12036.52,12,9860,9958,X-LINKGEL,SAND,?,XLNK,20/40,27.424
F,REAGAN,2010,31.57432,-101.40813,40,80,WFMP,SPBR_U,8,?,?,4132.48,5800.59,6279.11,7388.78,7653.71,8081.38,9156.49,9530.05,9623.16,?,9739.4,9845.04,9955.34,9995.01,8,8077,8263,A,undefined,?,HCL,?,31.888
F,REAGAN,2010,31.58962,-101.47603,40,20,WFMP,SPBR_U,7,?,?,5040.99,5994.98,6538.73,7637.58,7924.64,8293.45,9358.69,9770.55,9861.87,?,9907.98,10175.82,10266.61,10305.58,7,8350,8548,A,undefined,?,HCL,?,19.884
A,MIDLAND,2010,31.82487,-102.12739,160,40,ATOKA,SPBR_L,1,947000,18984,6981.22,7777.95,8356.03,9210.04,9537.82,9714.04,10028.54,10214.5,10350.7,10481.67,10819.55,11314.81,11566.28,11670.69,2,8508,10830,?,SAND,?,?,?,64.762
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
D,MIDLAND,2010,31.9502,-101.78044,40,40,STRAWN,SPBR_U,1,3528616,780182,5864.34,6939.22,7470.2,8434.76,8739.53,9062,9868.83,10209.05,10345.01,10335.16,10349.34,10656.58,10925.13,10979.44,2,6954,10290,X-LINKGEL,SAND,?,XLNK,?,57.41173
F,REAGAN,2010,31.6035,-101.42044,80,20,WFMP,SPBR_U,8,?,?,4259.9,5875.46,6381.92,7488.52,7771.34,8129.93,9187.58,9570.51,9670.27,?,9781.93,9909.52,10021.4,10058.77,8,8172,8368,A,undefined,?,HCL,?,30.508
F,REAGAN,2010,31.5931,-101.46317,80,40,WFMP,SPBR_U,7,?,?,4900.79,5962.64,6497.5,7581.16,7953.94,8275.06,9329.49,9735.62,9828.72,?,9885.76,10127.25,10222.51,10262.5,7,8310,8496,A,undefined,?,HCL,?,19.036
F,REAGAN,2010,31.58913,-101.42489,80,20,WFMP,SPBR_U,8,?,?,4168.06,5839.45,6389.22,7489.14,7807.74,8137.49,9198.98,9579.79,9676.89,?,9775.25,9919.72,10031.38,10068.7,8,8123,8326,A,undefined,?,HCL,?,32.952
A,MIDLAND,2010,31.74012,-102.0202,40,40,WFMP,SPBR_U,6,880000,735444,6781.17,7689.89,8281.72,9232.51,9581.94,10014.76,10533.48,10814.63,10893.63,11068.58,11326.01,11844.26,12032.04,12050.32,12,10162,10220,X-LINKGEL,SAND,?,XLNK,20/40,24.024
B,UPTON,2010,31.63806,-102.03608,40,80,STRAWN,CLFK,5,1560743,1900062,6882,7774,8355,9317,9621,10006.07,10592.32,10946.93,10955.3,10938.84,11190.95,11861.92,11988.07,12094.82,5,9882,10938,GEL,SAND,?,GELA,30/50,96.344
